id,party_short,color,x,y,z,mu_x,mu_y,width,height,angle
2986,SP,#FF0000,-0.748743718592965,-0.115577889447236,0,-0.75346629490239,-0.139216777182326,0.241364581560241,0.374391851426796,179.788562015364
3008,SP,#FF0000,-0.849246231155779,-0.135678391959799,0,-0.823200079653071,-0.156278495540551,0.214577829041375,0.338255851568561,-178.105428020307
3025,SVP,#4F7942,0.768844221105528,-0.226130653266332,0,0.767050777043338,-0.221467043817961,0.233020589082596,0.326662445057643,177.182454888336
3037,EVP,#FFA500,-0.125628140703518,-0.517587939698493,0,-0.121408539819418,-0.570439797363966,0.179341902315631,0.312454273619934,-176.144855619644
3039,SVP,#4F7942,0.678391959798995,-0.236180904522613,0,0.699190236512716,-0.234193575716264,0.247596954920668,0.326772945353417,174.248100930592
3041,EVP,#FFA500,-0.085427135678392,-0.266331658291457,0,-0.0797078380061148,-0.270112645161203,0.166185229788162,0.287228985434125,179.8818866303
3052,Die Mitte,#C56C46,-0.0653266331658291,0.0552763819095476,0,-0.0635455334177208,0.033560127793394,0.153295156273969,0.279094999238161,-176.289056385409
3054,SVP,#4F7942,0.587939698492462,-0.326633165829146,0,0.601391536657482,-0.314170928205783,0.222115525108512,0.289457211393694,176.63252547147
3059,SP,#FF0000,-0.768844221105528,-0.125628140703518,0,-0.779149463233006,-0.144125228974841,0.236053248577864,0.3357350560529,-173.9143120889
3063,SP,#FF0000,-0.648241206030151,-0.185929648241206,0,-0.692522915373428,-0.189973027542631,0.242532127913788,0.340482363029995,-168.747699813575
3064,SP,#FF0000,-0.869346733668342,-0.155778894472362,0,-0.834653727289414,-0.181821321277557,0.209125391572283,0.346819138372806,-178.494677184866
3080,SP,#FF0000,-0.758793969849246,-0.155778894472362,0,-0.768676352819097,-0.170779550040128,0.231060316094699,0.336860546575979,-178.556188795657
3084,EVP,#FFA500,-0.618090452261307,0.0653266331658291,0,-0.649388667341122,0.0785611962598806,0.241560139046592,0.362730186993438,-171.240640062995
3089,FDP,#0000FF,0.447236180904523,0.417085427135678,0,0.440719528013174,0.436924812947571,0.197553993958925,0.349432706392788,172.835793747142
3095,SP,#FF0000,-0.829145728643216,-0.125628140703518,0,-0.811123372368391,-0.140529906985676,0.220634605597846,0.355970362242278,-176.994659940168
3106,Die Mitte,#C56C46,-0.266331658291457,0.115577889447236,0,-0.270442635311445,0.107620423343362,0.181311305172562,0.318327332038042,-172.131444066863
3113,SP,#FF0000,-0.768844221105528,-0.105527638190955,0,-0.776595487095469,-0.11503254759618,0.234901377109319,0.358110446217465,-175.617398602205
3124,SP,#FF0000,-0.527638190954774,-0.165829145728643,0,-0.533417858466198,-0.172535171983765,0.215727158559238,0.316028003369058,179.317858461645
3128,SVP,#4F7942,0.738693467336683,-0.185929648241206,0,0.741031856572079,-0.182223012318398,0.229308860656843,0.317754838182716,172.616547163509
3134,GLP,#32CD32,-0.165829145728643,0.256281407035176,0,-0.178980060909825,0.253862944908463,0.17488375450419,0.322266277470035,-174.473639250662
3139,Die Mitte,#C56C46,0.0653266331658291,0.0753768844221106,0,0.0606669580184786,0.0953050589110931,0.180015242888749,0.316292057416175,-179.778907009259
