,index,party,color,party_id,yays,nays
1707,4124,FDP,#4169E1,2,31,44
1708,4125,FDP,#4169E1,2,33,42
1710,4130,SP,#FF0000,1,45,30
1712,4137,SVP,#006400,0,29,46
1713,4142,glp,#32CD32,6,47,28
1714,4145,BDP,#800020,5,41,34
1716,4147,BDP,#800020,5,47,28
1717,4148,SVP,#006400,0,30,45
1718,4151,Grüne,#008000,4,54,21
1719,4152,SVP,#006400,0,35,40
1720,4153,SVP,#006400,0,32,43
1721,4162,glp,#32CD32,6,42,33
1723,4165,Grüne,#008000,4,44,31
1724,4167,FDP,#4169E1,2,34,41
1726,4169,CVP,#FFA500,3,35,40
1728,4172,BDP,#800020,5,33,42
1729,4173,SP,#FF0000,1,43,32
1730,4174,SP,#FF0000,1,45,30
1731,4177,FDP,#4169E1,2,42,33
1732,4178,glp,#32CD32,6,51,24
1733,4179,SVP,#006400,0,31,44
1734,4180,glp,#32CD32,6,46,29
1735,4181,glp,#32CD32,6,50,25
1736,4182,SP,#FF0000,1,49,26
1737,4183,CVP,#FFA500,3,46,29
1738,4186,CVP,#FFA500,3,47,28
1739,4189,SVP,#006400,0,38,37
1740,4195,SP,#FF0000,1,47,28
1741,4199,SVP,#006400,0,33,42
1742,4202,SVP,#006400,0,36,39
1743,4204,SVP,#006400,0,37,38
1746,4208,SVP,#006400,0,35,40
1747,4211,SP,#FF0000,1,49,26
1748,4212,SP,#FF0000,1,50,25
1749,4214,SVP,#006400,0,43,32
1750,4216,Grüne,#008000,4,46,29
1752,4219,SVP,#006400,0,23,52
1754,4221,Grüne,#008000,4,51,24
1755,4222,SVP,#006400,0,27,48
1756,4223,Grüne,#008000,4,46,29
1757,4224,FDP,#4169E1,2,34,41
1758,4225,FDP,#4169E1,2,41,34
1759,4226,Grüne,#008000,4,41,34
1760,4227,Grüne,#008000,4,46,29
1761,4228,CVP,#FFA500,3,48,27
1763,4232,CVP,#FFA500,3,31,44
1764,4233,CVP,#FFA500,3,35,40
1766,4236,SP,#FF0000,1,43,32
1767,4237,SP,#FF0000,1,46,29
1768,4238,Grüne,#008000,4,42,33
1769,4239,glp,#32CD32,6,33,42
1770,4240,glp,#32CD32,6,45,30
1771,4241,Grüne,#008000,4,45,30
1772,4242,FDP,#4169E1,2,23,52
1773,4245,CVP,#FFA500,3,37,38
1774,4246,SP,#FF0000,1,50,25
1775,4247,SP,#FF0000,1,46,29
1776,4250,SP,#FF0000,1,39,36
1777,4251,CVP,#FFA500,3,47,28
1778,4252,FDP,#4169E1,2,30,45
1781,4266,SP,#FF0000,1,47,28
1782,4267,SP,#FF0000,1,49,26
1783,4268,SVP,#006400,0,40,35
1784,4270,Grüne,#008000,4,44,31
1785,4271,Grüne,#008000,4,46,29
1786,4272,Grüne,#008000,4,40,35
1787,4273,glp,#32CD32,6,49,26
1788,4275,BDP,#800020,5,45,30
1789,4279,Grüne,#008000,4,41,34
1790,4280,SP,#FF0000,1,45,30
1791,4281,SP,#FF0000,1,44,31
1792,4285,glp,#32CD32,6,49,26
1793,4286,glp,#32CD32,6,33,42
1794,4287,glp,#32CD32,6,45,30
1795,4289,SP,#FF0000,1,50,25
1796,4290,CVP,#FFA500,3,33,42
1797,4292,SP,#FF0000,1,49,26
1798,4294,SVP,#006400,0,30,45
1799,4297,SP,#FF0000,1,44,31
1800,4310,SP,#FF0000,1,48,27
1801,4311,SP,#FF0000,1,47,28
1802,4312,SP,#FF0000,1,42,33
1803,4313,SP,#FF0000,1,48,27
1804,4320,BDP,#800020,5,42,33
1805,4322,Grüne,#008000,4,43,32
1806,4323,Grüne,#008000,4,46,29
1807,4324,Grüne,#008000,4,41,34
1808,4326,CVP,#FFA500,3,41,34
1809,4329,Grüne,#008000,4,42,33
1810,4330,Grüne,#008000,4,41,34
1811,4332,SVP,#006400,0,36,39
1813,4335,glp,#32CD32,6,43,32
1814,4336,CVP,#FFA500,3,42,33
1815,4338,SP,#FF0000,1,47,28
1816,4343,SP,#FF0000,1,49,26
1817,4344,SVP,#006400,0,32,43
1818,4345,SVP,#006400,0,28,47
1819,4347,SP,#FF0000,1,54,21
1820,4357,CVP,#FFA500,3,29,46
1821,4360,Grüne,#008000,4,44,31
1823,4362,Grüne,#008000,4,45,30
1824,4365,SVP,#006400,0,39,36
1825,4370,SP,#FF0000,1,44,31
1826,4371,Grüne,#008000,4,42,33
1827,4375,FDP,#4169E1,2,51,24
1829,4379,Grüne,#008000,4,47,28
1830,4380,CVP,#FFA500,3,35,40
1831,4381,SP,#FF0000,1,45,30
1832,4382,SP,#FF0000,1,46,29
1833,4386,SVP,#006400,0,27,48
1834,4389,SP,#FF0000,1,49,26
1835,4403,Grüne,#008000,4,44,31
1836,4405,FDP,#4169E1,2,43,32
1837,4406,FDP,#4169E1,2,32,43
1838,4408,Grüne,#008000,4,44,31
1839,4410,CVP,#FFA500,3,47,28
1841,4415,CVP,#FFA500,3,44,31
1842,4416,CVP,#FFA500,3,46,29
1843,4417,SP,#FF0000,1,51,24
1844,4418,SP,#FF0000,1,49,26
1845,4422,SVP,#006400,0,41,34
1846,4427,SVP,#006400,0,40,35
1847,4429,Grüne,#008000,4,44,31
1849,4435,SP,#FF0000,1,48,27
1850,4437,SVP,#006400,0,32,43
1851,4440,Grüne,#008000,4,48,27
1852,4443,glp,#32CD32,6,50,25
1853,4445,glp,#32CD32,6,45,30
1854,4449,SVP,#006400,0,29,46
1855,4450,SVP,#006400,0,37,38
1857,4456,CVP,#FFA500,3,40,35
1858,4463,SVP,#006400,0,31,44
1859,4465,SP,#FF0000,1,45,30
1860,4467,Grüne,#008000,4,44,31
1861,4471,SVP,#006400,0,35,40
1862,4474,glp,#32CD32,6,46,29
1863,4476,glp,#32CD32,6,54,21
1864,4477,Grüne,#008000,4,43,32
1865,4478,FDP,#4169E1,2,34,41
1866,4479,CVP,#FFA500,3,48,27
1868,4482,SP,#FF0000,1,52,23
1870,4489,FDP,#4169E1,2,40,35
1871,4491,SP,#FF0000,1,49,26
1872,4494,SP,#FF0000,1,49,26
1873,4495,SP,#FF0000,1,41,34
1874,4503,Grüne,#008000,4,41,34
1875,4508,glp,#32CD32,6,47,28
1876,4509,CVP,#FFA500,3,45,30
1877,4510,SP,#FF0000,1,45,30
1879,4513,SVP,#006400,0,27,48
1880,4516,SP,#FF0000,1,47,28
1882,4536,CVP,#FFA500,3,45,30
1883,4537,CVP,#FFA500,3,44,31
1884,4539,glp,#32CD32,6,50,25
1885,4540,SP,#FF0000,1,52,23
1886,4541,SVP,#006400,0,35,40
1887,4547,SP,#FF0000,1,48,27
1888,4548,SP,#FF0000,1,49,26
1889,4551,CVP,#FFA500,3,40,35
1890,4553,BDP,#800020,5,49,26
1891,4562,SVP,#006400,0,31,44
1892,4566,Grüne,#008000,4,41,34
1893,4568,CVP,#FFA500,3,40,35
1894,4574,CVP,#FFA500,3,50,25
1895,4579,Grüne,#008000,4,45,30
1896,4580,Grüne,#008000,4,44,31
1897,4582,CVP,#FFA500,3,29,46
1898,4583,SP,#FF0000,1,48,27
1899,4584,SP,#FF0000,1,46,29
1900,4593,SVP,#006400,0,40,35
1901,4594,SVP,#006400,0,43,32
1902,4595,SVP,#006400,0,37,38
1903,4603,Grüne,#008000,4,45,30
1904,4618,SVP,#006400,0,34,41
1905,4643,Grüne,#008000,4,43,32
1906,4644,Grüne,#008000,4,44,31
1907,4645,SP,#FF0000,1,49,26
1909,4648,CVP,#FFA500,3,48,27
1910,4659,CVP,#FFA500,3,48,27
