,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
1002,0.5,0.33,1.0,0.25,1.0,0.25,0.67,0.0,0.75,0.25,0.25,0.75,1.0,1.0,0.25,0.25,0.25,1.0,1.0,0.0,0.75,0.25,0.75,0.25,0.75,0.75,0.25,0.75,1.0,1.0,1.0,0.25,0.25,0.75,0.25,1.0,0.75,0.25,0.25,1.0,0.75,0.25,0.75,1.0,0.25,1.0,0.75,0.75,0.75,1.0,0.75,1.0,0.75,0.75,1.0,1.0,0.75,0.75,0.75,0.75,0.67,0.33,0.83,0.25,0.75,0.75,0.75,0.5,0.5,0.5,0.75,0.5,0.5,0.75,0.5
1003,0.17,0.17,0.0,0.75,1.0,0.0,0.67,0.75,1.0,0.75,0.75,0.0,0.75,1.0,1.0,0.75,0.25,1.0,0.75,0.0,1.0,0.25,0.25,0.0,0.0,0.25,0.0,1.0,0.75,0.75,1.0,0.75,1.0,1.0,0.0,1.0,0.75,0.25,1.0,0.25,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.83,0.83,0.0,1.0,0.25,1.0,0.5,0.25,0.5,1.0,0.5,0.25,0.5,0.0
1004,1.0,0.83,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.75,0.75,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.75,1.0,0.0,1.0,1.0,0.0,0.75,0.0,1.0,0.0,0.0,0.0,0.75,1.0,1.0,0.5,0.17,0.67,0.0,1.0,0.75,0.0,0.0,1.0,1.0,0.5,0.0,0.75,0.5,1.0
1006,0.83,0.67,0.17,0.0,0.0,0.0,0.5,1.0,0.25,0.0,0.0,0.25,0.25,0.0,1.0,1.0,0.0,0.75,1.0,0.0,0.75,0.0,0.75,0.0,0.0,1.0,0.0,1.0,0.75,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.0,0.75,0.0,1.0,0.25,0.75,0.75,1.0,0.75,0.25,0.75,0.0,0.0,1.0,0.75,1.0,0.75,0.75,1.0,0.0,0.0,0.25,1.0,1.0,0.0,0.83,0.83,0.0,0.75,1.0,1.0,0.75,0.5,0.75,0.75,0.5,0.5,0.5,0.5
1007,0.5,0.33,0.0,1.0,1.0,0.0,0.67,0.25,1.0,1.0,0.75,0.0,0.75,0.25,0.75,0.75,0.0,0.75,1.0,0.25,1.0,0.75,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.25,1.0,0.25,1.0,0.25,0.25,0.75,0.25,0.25,0.25,0.25,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,0.75,0.75,0.67,0.83,1.0,1.0,0.75,1.0,1.0,0.75,0.5,0.5,0.75,0.5,0.0,0.75,0.25
1008,0.67,0.5,0.17,0.0,0.75,0.0,0.33,1.0,0.75,0.25,1.0,0.25,0.0,1.0,1.0,0.75,0.0,0.75,0.75,0.0,0.25,1.0,0.75,0.0,0.25,0.0,0.0,1.0,1.0,0.0,1.0,0.75,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.75,0.25,0.75,0.0,0.25,1.0,0.75,0.75,1.0,0.25,0.75,1.0,0.0,1.0,0.75,1.0,0.83,0.67,0.0,1.0,0.0,1.0,0.75,0.5,0.5,1.0,0.5,0.25,0.5,0.25
1009,0.17,0.17,0.0,1.0,0.75,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.75,1.0,1.0,0.0,1.0,0.25,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.75,1.0,0.25,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,0.25,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,0.0,0.0,0.17,0.5,1.0,0.25,0.0,1.0,0.75,1.0,0.25,0.5,1.0,0.75,0.25,1.0,0.5
1010,0.83,0.67,0.17,0.25,0.75,0.25,0.33,0.75,0.75,0.0,1.0,0.75,0.25,0.25,0.25,0.25,0.25,0.75,0.25,0.25,0.75,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.75,0.0,0.75,0.25,0.75,1.0,0.0,0.75,0.0,0.75,0.75,0.0,0.25,0.25,0.75,0.25,0.25,0.75,0.75,0.0,0.75,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.75,0.25,1.0,0.75,0.83,0.83,0.17,0.25,1.0,0.0,0.25,0.5,0.75,0.75,0.75,0.5,0.75,0.5,0.5
1011,0.17,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.75,0.75,0.0,0.25,0.0,0.0,0.75,0.25,0.25,0.0,0.0,1.0,0.25,1.0,1.0,0.75,0.0,1.0,0.25,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.75,0.25,0.25,0.25,1.0,0.0,0.0,0.0,0.25,0.75,0.25,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.25,0.75,0.5,0.5
1012,0.67,0.5,0.67,1.0,1.0,0.0,0.0,0.75,1.0,0.0,1.0,0.25,0.0,1.0,0.75,0.0,0.0,0.0,1.0,0.0,1.0,0.25,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.75,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.75,0.0,1.0,0.0,0.0,0.25,0.0,1.0,0.0,0.25,0.0,1.0,0.75,1.0,1.0,0.0,0.0,1.0,0.0,0.25,0.5,0.5,0.5,0.75,0.5,0.25,0.75,0.5
1013,0.83,0.17,0.17,0.25,0.0,0.0,0.67,0.75,1.0,0.25,0.75,0.0,0.75,0.0,0.75,0.25,0.25,1.0,0.75,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,1.0,0.25,1.0,0.75,0.25,0.25,0.0,0.25,0.25,0.0,1.0,0.25,0.25,1.0,0.75,1.0,1.0,0.75,1.0,0.0,0.25,0.25,1.0,0.75,0.75,0.75,0.75,0.75,0.0,0.0,1.0,1.0,1.0,0.67,0.5,0.83,0.25,0.75,0.75,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.5
1014,1.0,0.5,0.33,0.0,0.25,0.0,0.67,0.75,0.25,0.25,1.0,0.25,0.25,0.75,0.75,0.75,0.25,1.0,0.75,0.0,0.25,0.25,0.0,0.0,0.0,0.25,0.0,1.0,0.0,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.25,1.0,0.25,0.75,0.25,1.0,0.25,0.75,1.0,1.0,0.0,0.25,0.0,1.0,0.75,0.75,0.75,0.75,0.75,0.0,0.0,0.75,0.75,0.75,0.67,0.67,0.67,0.0,0.25,1.0,0.25,0.5,0.5,0.5,0.75,0.25,0.25,0.75,0.5
1016,1.0,0.5,0.67,0.75,0.0,0.0,0.5,0.0,0.75,0.0,1.0,0.75,0.0,1.0,1.0,0.75,0.0,1.0,1.0,0.0,0.25,1.0,0.0,0.0,0.0,0.75,0.25,1.0,0.75,1.0,0.75,0.0,0.0,0.0,0.25,1.0,0.0,1.0,0.75,0.75,1.0,0.0,1.0,0.75,0.25,1.0,0.75,0.0,1.0,0.75,0.0,0.0,0.25,1.0,1.0,0.0,0.25,0.0,1.0,1.0,0.5,0.5,0.67,0.0,0.0,0.75,0.75,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1017,1.0,0.33,0.5,0.25,0.0,0.0,0.5,0.0,1.0,0.25,1.0,0.25,0.25,0.0,0.25,0.75,0.0,1.0,0.75,0.0,0.75,0.75,0.0,0.0,0.25,0.0,0.0,0.75,0.25,0.75,0.0,0.25,0.25,0.0,0.25,0.75,0.25,1.0,0.0,1.0,1.0,0.75,1.0,0.75,0.75,1.0,0.25,0.0,0.75,1.0,0.25,0.25,0.75,0.75,0.25,0.0,0.0,0.75,1.0,0.75,0.67,0.5,0.67,0.0,0.75,0.25,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1019,1.0,0.67,0.0,0.75,0.0,0.0,0.5,0.0,1.0,0.0,1.0,0.0,0.75,0.75,0.25,0.0,0.0,1.0,0.75,0.0,0.75,0.75,0.0,0.0,0.0,0.75,0.25,0.75,0.25,1.0,1.0,0.75,1.0,0.0,0.0,0.25,0.25,1.0,0.25,0.75,1.0,0.75,0.75,1.0,1.0,1.0,0.25,0.75,0.75,1.0,0.75,0.0,0.75,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.83,0.83,1.0,0.0,0.75,0.25,0.75,0.5,0.75,0.75,0.75,0.5,0.5,0.75,0.5
1020,0.83,0.67,0.17,0.75,0.25,0.0,0.17,1.0,0.75,0.0,1.0,0.75,0.0,0.75,0.25,0.75,0.25,0.25,0.25,0.0,1.0,0.75,0.75,0.0,0.25,0.25,0.25,0.75,1.0,0.25,0.75,0.75,0.0,1.0,0.0,1.0,0.0,0.25,0.25,0.0,0.75,0.75,0.75,0.25,0.25,0.25,0.75,0.0,1.0,0.75,0.25,0.25,0.0,0.25,1.0,0.0,0.0,0.0,1.0,1.0,0.83,0.83,0.33,0.0,1.0,0.0,1.0,0.5,0.5,0.75,1.0,0.5,0.75,0.75,0.5
1021,0.83,0.5,0.67,0.75,0.0,0.0,0.0,1.0,0.75,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.75,0.75,0.0,0.75,0.75,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.25,0.25,0.0,0.0,0.75,0.0,1.0,0.25,0.0,1.0,0.25,0.0,0.25,0.75,1.0,1.0,1.0,0.25,0.75,0.75,0.25,0.75,0.0,1.0,0.0,0.0,0.25,1.0,0.0,1.0,0.33,0.67,0.0,0.75,0.25,1.0,0.5,0.75,0.75,0.75,0.25,0.75,0.75,0.5
1022,0.83,0.67,0.0,0.25,0.75,0.25,0.17,0.0,1.0,0.75,0.25,0.75,0.25,0.0,0.0,0.25,0.75,1.0,1.0,0.0,0.25,0.0,0.25,0.25,0.0,0.25,0.25,1.0,0.25,1.0,1.0,0.25,0.25,0.75,0.75,0.75,0.25,0.75,0.75,1.0,1.0,0.75,0.25,1.0,0.75,1.0,0.75,0.75,0.0,0.75,0.75,0.75,0.75,1.0,0.75,0.75,1.0,0.0,1.0,0.75,0.67,1.0,1.0,0.25,0.75,0.25,1.0,0.0,0.75,0.75,1.0,0.5,0.25,0.75,0.5
1023,0.33,0.33,0.0,1.0,1.0,0.0,0.83,0.25,1.0,1.0,0.25,0.0,1.0,0.0,0.75,0.75,1.0,0.0,1.0,0.0,1.0,0.75,1.0,0.0,0.75,0.0,0.0,1.0,1.0,1.0,1.0,0.25,0.0,1.0,0.75,0.75,0.75,0.25,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.75,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.25,1.0,0.33,0.5,1.0,0.75,1.0,1.0,1.0,0.75,0.0,0.5,1.0,0.75,0.25,0.75,0.5
1024,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.75,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.75,0.75,1.0,0.0,0.0,1.0,1.0,0.75,1.0,1.0,0.25,0.75,0.75,0.75,0.75,1.0,1.0,1.0,0.0,0.75,0.0,1.0,0.75,0.75,1.0,1.0,0.75,1.0,1.0,1.0,0.75,0.25,0.67,0.67,1.0,1.0,0.75,0.75,1.0,0.75,0.0,0.25,1.0,0.75,0.25,0.75,0.5
1025,0.17,0.0,0.0,1.0,0.25,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.25,1.0,0.75,0.75,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.75,1.0,0.0,1.0,1.0,1.0,1.0,0.75,0.0,0.25,1.0,0.75,1.0,1.0,1.0,1.0,0.25,1.0,1.0,0.75,1.0,0.67,0.67,0.0,0.0,0.75,1.0,1.0,1.0,0.25,0.25,1.0,0.75,0.25,0.75,0.5
1026,0.0,0.0,0.0,1.0,1.0,0.0,0.67,0.0,1.0,1.0,0.25,0.0,1.0,0.25,0.75,1.0,1.0,0.75,1.0,0.0,1.0,0.75,1.0,0.0,1.0,0.0,0.0,1.0,0.75,1.0,0.75,0.0,1.0,0.25,1.0,0.25,1.0,0.75,0.0,1.0,1.0,0.75,0.75,1.0,1.0,1.0,0.0,0.75,0.0,0.75,0.75,0.75,1.0,1.0,0.25,0.75,1.0,1.0,0.0,0.75,0.33,0.67,0.67,0.75,0.75,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.25,1.0,0.5
1027,0.17,0.17,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.75,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.25,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.25,0.17,0.83,1.0,1.0,0.75,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,0.5
1028,0.17,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.75,1.0,0.75,0.0,1.0,0.0,1.0,0.25,1.0,0.75,1.0,0.0,1.0,0.75,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.75,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.75,0.75,1.0,1.0,0.0,0.75,0.17,0.5,1.0,0.25,0.0,1.0,1.0,0.5,0.0,0.25,0.75,0.75,0.0,1.0,0.5
1029,0.0,0.83,0.67,0.0,0.25,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.75,0.0,0.75,1.0,0.75,0.75,0.0,1.0,0.0,0.75,1.0,0.0,0.75,0.75,0.0,0.0,0.25,0.25,1.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,1.0,1.0,0.17,0.0,1.0,0.0,0.0,0.0,1.0,0.75,0.5,0.0,0.75,0.5,0.5
1030,1.0,0.33,0.17,0.75,0.25,0.0,0.33,0.25,0.25,0.0,0.75,0.75,0.25,0.75,0.75,0.0,0.0,0.25,0.25,0.0,1.0,0.75,0.25,0.25,0.25,0.75,0.25,0.75,0.25,0.25,0.25,0.25,0.75,0.75,0.0,0.75,0.0,0.25,0.25,0.75,0.25,0.75,0.75,0.75,0.75,1.0,0.25,0.25,0.0,0.25,0.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.0,1.0,0.83,0.83,0.33,0.0,0.75,0.25,1.0,0.5,0.5,0.75,0.75,0.5,0.5,0.75,0.5
1031,0.33,0.5,0.17,0.75,0.25,0.0,0.33,0.75,1.0,0.75,0.75,0.75,0.25,0.75,1.0,0.25,0.0,0.0,0.25,0.0,1.0,0.75,0.25,0.0,0.25,0.0,0.0,1.0,0.75,0.75,0.25,0.75,0.75,0.75,0.0,1.0,0.0,0.0,0.75,0.25,0.25,0.25,0.25,1.0,0.75,1.0,0.25,0.0,0.25,0.75,0.0,0.25,0.25,0.25,0.25,0.0,0.25,0.25,1.0,1.0,0.67,0.67,0.17,0.0,0.75,0.0,1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.75,0.5
1033,0.17,1.0,0.83,0.0,0.75,1.0,0.17,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.25,0.25,0.0,0.75,0.0,0.0,0.25,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.75,0.0,1.0,0.75,0.25,0.25,0.0,0.75,0.0,0.75,1.0,0.0,0.25,0.75,0.25,0.0,0.0,0.25,1.0,0.0,0.75,0.75,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.33,0.33,0.33,0.0,1.0,0.0,0.0,0.25,0.75,0.75,0.5,0.25,0.5,0.5,0.5
1034,1.0,0.83,0.0,0.0,0.25,1.0,0.5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.0,1.0,0.0,1.0,0.75,0.0,0.0,1.0,1.0,0.75,0.0,0.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.0,1.0,1.0,0.0,0.25,1.0,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,0.5,0.0,0.25,1.0,0.75,0.25,0.75,1.0,0.75,0.25,0.75,0.75,1.0
1035,0.83,0.17,0.17,1.0,0.75,0.0,0.67,0.75,0.75,1.0,1.0,0.0,0.75,1.0,0.25,0.25,0.25,0.25,0.75,0.0,0.75,0.75,0.25,0.0,0.25,0.0,0.25,0.75,0.75,1.0,0.25,0.25,0.25,1.0,0.25,1.0,0.0,0.25,0.0,0.0,0.0,0.75,0.25,1.0,1.0,1.0,0.0,1.0,0.0,0.75,1.0,0.75,0.75,1.0,0.75,1.0,1.0,0.75,0.25,0.75,1.0,0.83,0.83,0.0,0.75,0.75,1.0,0.5,0.25,0.5,0.75,0.5,0.0,0.75,0.25
1036,0.67,0.83,0.83,0.0,0.0,1.0,0.17,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.75,0.0,0.0,0.75,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.75,0.0,1.0,0.0,0.0,0.25,0.0,1.0,1.0,0.0,0.0,0.0,0.75,1.0,0.0,1.0,0.25,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.83,0.0,0.0,1.0,0.0,0.0,0.0,0.75,0.75,0.75,0.25,0.75,0.5,0.75
1037,0.17,0.33,0.17,0.75,0.75,0.0,0.33,1.0,0.25,1.0,1.0,0.25,0.25,0.75,0.75,0.75,0.0,0.75,0.75,0.0,1.0,0.25,1.0,0.0,0.25,0.25,0.25,0.75,0.75,0.75,1.0,1.0,0.75,1.0,0.0,0.75,0.0,0.25,1.0,0.25,0.0,1.0,0.25,1.0,1.0,1.0,0.0,0.75,0.0,1.0,0.75,0.75,0.75,0.75,0.25,0.25,0.75,0.25,0.75,0.75,1.0,0.83,0.33,0.0,0.75,0.0,1.0,1.0,0.5,0.5,1.0,0.5,0.25,0.5,0.5
1038,0.5,0.83,1.0,0.0,0.0,0.75,0.83,1.0,0.0,0.25,1.0,1.0,0.0,0.0,0.0,0.0,0.25,0.75,0.0,0.25,0.75,0.0,0.0,0.75,0.0,0.75,1.0,0.75,0.0,1.0,1.0,0.0,0.75,0.75,0.0,1.0,0.0,1.0,0.0,0.25,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.25,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,1.0,0.75,1.0,0.67,0.17,0.0,0.75,0.0,0.75,0.0,0.5,0.5,0.5,0.25,0.75,0.5,0.5
1039,0.67,0.67,0.67,0.25,0.75,0.0,0.33,1.0,0.75,0.75,0.75,0.75,0.25,0.75,0.0,0.75,0.0,1.0,0.75,0.0,1.0,1.0,0.0,0.0,0.75,0.25,0.25,1.0,0.75,0.25,1.0,0.25,0.75,1.0,0.25,1.0,0.25,0.25,1.0,0.75,0.75,0.75,0.75,0.25,0.75,0.25,0.75,0.0,0.25,0.0,0.25,1.0,0.75,0.25,0.75,0.0,0.25,0.0,1.0,1.0,0.83,0.83,0.67,0.0,1.0,0.25,1.0,0.5,0.75,0.75,0.75,0.5,0.75,0.75,0.25
1040,0.5,0.83,0.5,0.0,0.25,0.0,0.67,0.0,1.0,0.75,1.0,0.0,0.75,0.0,1.0,0.75,0.0,1.0,0.75,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.25,1.0,0.0,1.0,0.75,0.0,0.25,0.25,0.75,0.25,1.0,1.0,0.75,0.75,1.0,0.75,1.0,1.0,0.75,1.0,0.75,0.75,0.0,1.0,0.75,0.25,1.0,1.0,1.0,0.75,0.25,1.0,1.0,1.0,0.5,0.67,1.0,0.0,0.75,1.0,0.75,0.5,0.5,0.75,0.75,0.5,0.5,0.75,0.5
1041,1.0,0.83,0.83,0.25,0.0,0.75,0.5,0.75,0.0,0.0,1.0,0.75,0.25,0.75,1.0,0.75,0.75,0.75,0.25,0.0,0.25,0.75,0.25,1.0,0.0,0.75,0.25,0.75,0.25,1.0,1.0,0.25,0.25,1.0,0.25,0.75,0.25,0.75,0.0,1.0,0.75,0.75,0.25,0.25,0.0,0.75,0.75,0.0,1.0,1.0,0.0,0.0,0.25,0.75,0.25,0.0,0.25,0.25,0.75,1.0,0.67,0.83,0.5,0.0,0.25,0.25,0.0,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1042,0.17,0.17,0.33,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.75,0.0,0.75,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.25,0.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.25,0.25,0.5,0.5,0.5,0.5,0.25,0.25
1043,0.17,0.17,0.0,1.0,0.75,0.0,0.67,0.0,1.0,1.0,0.0,0.25,1.0,0.0,0.75,0.0,0.75,0.25,1.0,0.0,1.0,0.75,1.0,0.25,1.0,0.0,0.0,1.0,0.25,1.0,1.0,0.25,0.25,1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.0,0.75,0.0,1.0,1.0,1.0,0.75,1.0,1.0,0.0,0.75,0.75,0.0,0.25,0.17,0.67,1.0,0.75,0.75,1.0,1.0,1.0,0.5,1.0,1.0,0.75,0.25,0.75,0.5
1044,0.0,0.33,0.67,0.0,0.0,0.75,0.17,1.0,0.0,0.75,0.75,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,1.0,0.25,0.75,0.25,0.0,0.0,0.0,0.0,1.0,1.0,0.25,0.25,0.75,0.0,0.25,0.75,1.0,0.25,0.25,0.25,0.0,0.0,0.25,0.25,0.0,1.0,1.0,0.25,0.75,0.0,0.25,0.0,0.0,0.0,0.25,1.0,0.25,1.0,0.67,0.0,0.0,1.0,0.25,0.0,0.0,0.75,0.75,0.5,0.25,0.5,0.25,0.5
1045,0.83,0.67,0.0,0.0,0.0,0.0,0.83,0.25,0.25,0.25,0.25,0.75,0.25,0.0,1.0,1.0,1.0,1.0,0.25,0.0,0.25,0.75,0.0,1.0,0.0,1.0,0.0,1.0,0.25,1.0,1.0,0.0,0.75,0.75,0.25,0.0,0.25,0.75,0.0,1.0,0.75,1.0,0.0,0.75,0.0,0.75,1.0,0.0,0.0,0.75,0.75,0.75,1.0,1.0,1.0,0.0,0.75,0.0,1.0,1.0,0.83,1.0,0.67,0.0,0.75,0.75,1.0,0.25,0.75,0.75,0.5,0.5,0.75,0.5,0.5
1046,1.0,1.0,0.0,0.75,0.0,0.0,0.83,0.75,1.0,1.0,0.25,0.25,1.0,0.0,1.0,0.0,0.75,0.75,0.75,0.25,0.75,0.25,0.25,0.0,0.75,0.0,0.0,0.75,0.75,1.0,1.0,0.0,0.25,1.0,0.75,0.75,0.75,0.75,0.75,0.25,0.75,0.0,0.0,1.0,0.25,1.0,0.75,0.75,0.0,1.0,1.0,0.75,1.0,1.0,1.0,0.25,1.0,0.25,0.75,1.0,0.17,0.5,0.83,0.25,0.25,0.75,0.25,0.75,0.5,0.5,0.75,0.5,0.5,0.75,0.75
1047,1.0,0.33,0.17,0.75,0.25,0.0,0.83,0.75,1.0,1.0,0.75,0.25,0.75,0.25,0.75,0.25,0.75,1.0,0.75,0.25,0.75,1.0,0.0,0.25,0.0,0.0,0.25,0.75,0.0,1.0,0.25,0.25,0.25,0.0,0.75,1.0,0.75,0.75,0.25,0.75,0.75,0.25,1.0,1.0,0.75,1.0,0.25,0.25,0.25,1.0,0.75,0.75,1.0,0.75,1.0,0.25,0.75,1.0,0.0,1.0,0.67,0.83,0.17,0.25,0.75,1.0,1.0,0.5,0.25,0.5,0.75,0.5,0.5,0.75,0.5
1048,0.67,0.67,0.0,0.75,1.0,0.0,0.17,0.75,1.0,0.25,1.0,0.75,0.25,1.0,0.75,0.0,0.0,1.0,0.75,0.0,0.75,0.0,0.0,0.0,0.75,0.25,0.25,1.0,0.75,0.25,1.0,1.0,0.75,1.0,0.0,1.0,0.75,0.0,1.0,0.0,0.25,1.0,0.75,0.25,0.75,0.25,0.75,0.75,0.25,0.25,0.25,0.0,0.25,0.25,0.25,0.25,0.25,0.0,0.75,1.0,1.0,1.0,0.17,0.0,1.0,0.0,1.0,0.5,0.5,0.5,0.75,0.75,0.75,0.75,0.25
1049,1.0,0.33,0.0,0.75,1.0,0.0,0.67,0.75,1.0,1.0,1.0,0.0,0.75,0.75,0.75,0.25,0.25,0.75,0.75,0.0,1.0,0.75,0.75,0.0,0.75,0.0,0.25,1.0,0.75,1.0,0.75,0.25,0.0,1.0,0.25,1.0,0.25,0.25,1.0,0.75,0.75,0.25,0.75,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.75,0.25,0.75,0.67,0.33,1.0,0.0,1.0,1.0,1.0,0.75,0.0,0.5,0.75,0.5,0.0,0.75,0.0
1050,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.75,1.0,0.75,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.75,0.75,0.0,1.0,0.25
